GENESIS-Tabelle: 036-02-5-B
Gebäude mit Wohnraum nach Anzahl der Wohnungen;;;;;;;
- Stichtag 09.05.2011;;;;;;;
regionale Ebenen;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;
Stichtag: 09.05.2011;;;;;;;
;;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum
;;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen
;;Insgesamt;1 Wohnung;2 Wohnungen;3 - 6 Wohnungen;7 - 12 Wohnungen;13 und mehr Wohnungen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
08417057;Schömberg, b Balingen;1367;1061;207;87;9;3
08417063;Straßberg, Hohenz;878;662;166;40;3;7
08417071;Weilen unter den Rinnen;200;181;19;-;-;-
08417075;Winterlingen;2261;1857;318;77;6;3
08417078;Zimmern unter der Burg;169;137;26;6;-;-
08417079;Albstadt, Stadt;13536;9688;2246;1337;210;55
08421000;Ulm, Stadtkreis;20848;11343;3439;3816;1750;500
08425002;Allmendingen;1353;1001;276;67;6;3
08425004;Altheim, b Ehingen, Donau;185;151;30;4;-;-
08425005;Altheim, Alb;547;407;124;16;-;-
08425008;Amstetten;1094;742;252;85;6;9
08425011;Asselfingen;331;270;58;3;-;-
08425013;Ballendorf;204;149;39;16;-;-
08425014;Beimerstetten;713;501;147;65;-;-
08425017;Berghülen;623;434;171;18;-;-
08425019;Bernstadt;643;443;147;47;6;-
08425020;Blaubeuren;3097;2028;660;343;53;13
08425022;Börslingen;63;48;15;-;-;-
08425024;Breitingen;83;50;27;6;-;-
08425028;Dietenheim;1700;1054;433;181;23;9
08425031;Dornstadt;2307;1519;530;214;31;13
08425033;Ehingen (Donau), Stadt;6363;4439;1243;526;136;19
08425035;Emeringen;55;44;11;-;-;-
08425036;Emerkingen;254;206;37;11;-;-
08425039;Erbach, Donau;3579;2220;969;355;26;9
08425050;Griesingen;313;263;33;17;-;-
08425052;Grundsheim;75;75;0;-;-;-
08425055;Hausen am Bussen;80;61;16;3;-;-
08425062;Holzkirch;90;71;15;4;-;-
08425064;Hüttisheim;440;291;133;16;-;-
08425066;Illerrieden;1024;731;218;72;0;3
08425071;Laichingen;3241;2428;589;178;40;6
08425072;Langenau, Württ;3815;2552;842;347;64;10
08425073;Lauterach;186;143;37;6;-;-
08425075;Lonsee;1306;840;338;107;21;-
08425079;Merklingen;581;396;161;24;-;-
08425081;Munderkingen;1470;992;319;141;15;3
08425083;Neenstetten;251;203;45;3;-;-
08425084;Nellingen;585;408;157;20;-;-
08425085;Nerenstetten;97;65;32;-;-;-
08425088;Oberdischingen;608;441;129;35;3;-
08425090;Obermarchtal;395;313;58;24;-;-
08425091;Oberstadion;490;383;82;25;-;-
08425092;Öllingen;156;114;35;7;-;-
08425093;Öpfingen;682;467;168;43;4;-
08425097;Rammingen, Württ;414;325;76;9;4;-
08425098;Rechtenstein;125;98;21;6;-;-
08425104;Rottenacker;698;554;107;37;-;-
08425108;Schelklingen;2003;1497;348;124;19;15
08425110;Schnürpflingen;393;277;91;25;-;-
08425112;Setzingen;212;156;53;3;-;-
08425123;Untermarchtal;221;168;47;6;-;-
08425124;Unterstadion;234;177;48;9;-;-
08425125;Unterwachingen;62;46;16;-;-;-
08425130;Weidenstetten;380;247;114;15;4;-
08425134;Westerheim, Württ;1003;728;233;39;-;3
08425135;Westerstetten;625;402;165;58;-;-
08425137;Illerkirchberg;1421;1002;281;123;15;-
08425138;Staig;1006;696;245;65;-;-
08425139;Heroldstatt;926;755;140;31;-;-
08425140;Balzheim;612;491;87;25;9;-
08425141;Blaustein;3941;2364;986;479;96;16
08426001;Achstetten;1271;887;309;75;-;-
08426005;Alleshausen;181;151;23;7;-;-
08426006;Allmannsweiler;104;81;17;6;-;-
08426008;Altheim, b Riedlingen, Württ;721;583;112;26;-;-
08426011;Attenweiler;602;469;117;16;-;-
08426013;Bad Buchau;1067;664;226;149;12;16
08426014;Bad Schussenried;2306;1636;441;186;28;15
08426019;Berkheim;835;628;156;48;3;-
08426020;Betzenweiler;257;219;35;-;3;-
08426021;Biberach an der Riß, Stadt;7462;4746;1284;1023;322;87
08426028;Burgrieden;1135;828;239;59;9;-
08426031;Dettingen an der Iller;722;562;126;34;-;-
08426035;Dürmentingen;825;648;144;33;-;-
08426036;Dürnau;152;128;24;0;-;-
08426038;Eberhardzell;1308;995;239;65;6;3
08426043;Erlenmoos;539;419;99;21;-;-
08426044;Erolzheim;991;752;170;66;3;-
08426045;Ertingen;1645;1294;261;74;12;4
08426058;Hochdorf, Riß;684;513;136;35;-;-
08426062;Ingoldingen;914;706;168;40;-;-
08426064;Kanzach;178;151;24;3;-;-
08426065;Kirchberg an der Iller;634;481;130;23;-;-
08426066;Kirchdorf an der Iller;918;698;152;45;9;14
08426067;Langenenslingen;1205;994;188;23;-;-
08426070;Laupheim;5008;3463;939;456;113;37
08426071;Maselheim;1348;1044;257;47;-;-
08426073;Mietingen;1208;790;342;76;-;-
08426074;Mittelbiberach;1178;845;233;87;9;4
08426078;Moosburg;85;71;14;-;-;-
08426087;Ochsenhausen;2494;1708;534;199;36;17
08426090;Oggelshausen;309;239;49;17;4;-
08426097;Riedlingen;2815;2025;481;240;48;21
08426100;Rot an der Rot;1499;1199;244;53;3;-
08426108;Schwendi;1980;1461;400;111;8;-
08426109;Seekirch;96;87;6;3;-;-
08426113;Steinhausen an der Rottum;687;580;86;21;-;-
08426117;Tannheim;796;619;142;25;10;-
08426118;Tiefenbach, Federsee;174;146;9;19;-;-
08426120;Ummendorf, Kr Biberach an der Riß;1235;882;250;76;21;6
08426121;Unlingen;778;608;132;38;-;-
08426124;Uttenweiler;1147;919;179;49;-;-
08426125;Wain;470;355;93;22;-;-
08426128;Warthausen;1459;1052;293;91;20;3
08426134;Schemmerhofen;2476;1879;481;113;3;-
08426135;Gutenzell-Hürbel;632;509;101;22;-;-
08435005;Bermatingen;1054;664;265;115;10;-
08435010;Daisendorf;462;264;110;75;13;-
08435013;Eriskirch;969;544;196;171;49;9
08435015;Frickingen;881;575;210;83;13;-
08435016;Friedrichshafen, Stadt;10738;5597;1869;2355;710;207
08435018;Hagnau am Bodensee;457;246;104;97;7;3
08435020;Heiligenberg;783;506;186;85;3;3
08435024;Immenstaad am Bodensee;1489;827;266;310;74;12
08435029;Kressbronn am Bodensee;1870;1002;443;356;46;23
08435030;Langenargen;1935;1024;376;445;77;13
08435034;Markdorf;2977;1694;698;457;115;13
08435035;Meckenbeuren;3060;1829;760;393;62;16
08435036;Meersburg;1290;596;260;343;71;20
08435042;Neukirch, b Tettnang;689;412;185;85;7;-
08435045;Oberteuringen;1114;715;266;117;7;9
08435047;Owingen;1107;668;292;134;10;3
08435052;Salem, Baden;2901;1937;585;324;45;10
08435053;Sipplingen;592;277;172;137;6;-
08435054;Stetten, b Meersburg, Bodensee;313;204;63;39;7;-
08435057;Tettnang;4292;2619;983;553;102;35
08435059;Überlingen, Stadt;5171;2920;999;967;238;47
08435066;Uhldingen-Mühlhofen;2016;1163;388;427;31;7
08435067;Deggenhausertal;1175;810;252;113;-;-
08436001;Achberg;427;249;135;40;3;-
08436003;Aichstetten;818;606;160;46;6;-
08436004;Aitrach;839;663;117;50;9;-
08436005;Altshausen;1090;755;243;74;15;3
08436006;Amtzell;1034;660;267;92;15;-
08436008;Aulendorf;2573;1794;505;213;48;13
08436009;Bad Waldsee;4902;3233;992;530;116;31
08436010;Bad Wurzach;4001;2873;774;312;30;12
08436011;Baienfurt;1694;1064;351;234;39;6
08436012;Baindt;1157;651;306;161;39;-
08436013;Berg, Kr Ravensburg;1138;735;293;96;14;-
08436014;Bergatreute;865;570;190;93;9;3
08436018;Bodnegg;832;521;227;78;3;3
08436019;Boms;200;175;16;9;-;-
08436024;Ebenweiler;350;233;77;40;-;-
08436027;Eichstegen;157;124;30;3;-;-
08436032;Fleischwangen;195;135;38;22;-;-
08436039;Grünkraut;765;460;214;88;3;-
08436040;Guggenhausen;57;40;17;-;-;-
08436047;Hoßkirch;263;216;38;9;-;-
08436049;Isny im Allgäu;3027;1764;636;494;100;33
08436052;Kißlegg;2298;1513;536;222;24;3
08436053;Königseggwald;221;179;36;6;-;-
08436055;Leutkirch im Allgäu, Stadt;5975;4321;1062;475;80;37
08436064;Ravensburg, Stadt;9812;5283;1930;1957;548;94
08436067;Riedhausen;169;132;28;9;-;-
08436069;Schlier;1058;696;267;89;6;-
08436077;Unterwaldhausen;95;74;17;4;-;-
08436078;Vogt;1182;763;286;120;7;6
08436079;Waldburg;844;555;209;71;6;3
08436081;Wangen im Allgäu, Stadt;6214;4057;1173;746;179;59
08436082;Weingarten, Stadt;4263;2275;763;848;287;90
08436083;Wilhelmsdorf, Württ;1172;779;249;121;20;3
08436085;Wolfegg;1042;722;252;64;-;4
08436087;Wolpertswende;1061;685;269;100;3;4
08436093;Ebersbach-Musbach;534;401;101;32;-;-
08436094;Argenbühl;1644;968;490;180;6;-
08436095;Horgenzell;1256;831;312;113;-;-
08436096;Fronreute;1246;838;305;97;6;-
08437005;Beuron;282;215;58;9;-;-
08437008;Bingen;918;638;189;81;7;3
08437031;Gammertingen;1805;1286;398;112;6;3
08437044;Herbertingen;1550;1245;223;82;0;-
08437047;Hettingen;653;490;138;25;-;-
08437053;Hohentengen;1323;1004;255;58;6;-
08437056;Illmensee;581;387;124;58;12;-
08437059;Inzigkofen;849;577;214;48;10;-
08437065;Krauchenwies;1521;1112;302;95;12;-
08437072;Leibertingen;685;505;151;29;-;-
08437076;Mengen;3015;2221;478;284;25;7
08437078;Meßkirch;2284;1485;534;245;20;-
08437082;Neufra;712;612;83;17;-;-
08437086;Ostrach;1966;1330;482;120;24;10
08437088;Pfullendorf;3013;1948;608;325;110;22
08437100;Bad Saulgau;4580;3323;727;421;81;28
08437101;Scheer;808;607;150;45;6;-
08437102;Schwenningen, Baden;549;394;119;36;-;-
08437104;Sigmaringen;3793;2375;726;553;103;36
08437105;Sigmaringendorf;1152;835;222;89;6;-
08437107;Stetten am kalten Markt;1492;1030;327;120;12;3
08437114;Veringenstadt;751;507;196;41;7;-
08437118;Wald, Hohenz;830;633;165;32;-;-
08437123;Sauldorf;825;643;132;43;7;-
08437124;Herdwangen-Schönach;1013;714;213;83;3;-
09161000;Ingolstadt;26020;17094;3909;3199;1384;434
09162000;München, Landeshauptstadt;139853;67639;13278;19288;24207;15441
09163000;Rosenheim;10430;5905;1460;1808;948;309
09171111;Altötting, St;2796;1916;367;294;174;45
09171112;Burghausen, St;4070;2795;557;402;248;68
09171113;Burgkirchen a.d.Alz;2433;1719;399;226;76;13
09171114;Emmerting;1288;999;195;80;14;-
09171115;Erlbach;330;249;77;4;-;-
09171116;Feichten a.d.Alz;369;278;76;15;-;-
09171117;Garching a.d.Alz;2511;1798;475;199;30;9
09171118;Haiming;767;592;151;24;-;-
09171119;Halsbach;264;204;60;-;-;-
09171121;Kastl;757;564;125;61;7;-
09171122;Kirchweidach;642;465;129;45;3;-
09171123;Marktl, M;891;672;166;46;7;-
09171124;Mehring;706;600;90;10;6;-
09171125;Neuötting, St;2131;1611;290;132;73;25
09171126;Perach;384;301;73;10;-;-
09171127;Pleiskirchen;697;557;124;16;-;-
09171129;Reischach;770;552;180;34;4;-
09171130;Stammham;374;307;61;6;-;-
09171131;Teising;608;486;96;26;-;-
09171132;Töging a.Inn, St;2524;1863;408;160;81;12
09171133;Tüßling, M;1053;857;151;35;10;-
09171134;Tyrlaching;298;246;37;15;-;-
09171135;Unterneukirchen;791;594;117;71;9;-
09171137;Winhöring;1480;1120;247;101;6;6
09172111;Ainring;2149;1372;486;197;63;31
09172112;Anger;1123;705;261;151;3;3
09172114;Bad Reichenhall, GKSt;3034;1515;433;678;305;103
09172115;Bayerisch Gmain;683;384;116;142;41;-
09172116;Berchtesgaden, M;1709;681;501;425;85;17
09172117;Bischofswiesen;1530;659;416;381;68;6
09172118;Freilassing, St;3052;1764;478;541;224;45
09172122;Laufen, St;1769;1247;309;170;37;6
09172124;Marktschellenberg, M;479;229;168;79;3;-
09172128;Piding;1201;686;243;216;56;-
09172129;Ramsau b.Berchtesgaden;469;202;173;84;10;-
09172130;Saaldorf-Surheim;1482;1058;314;107;3;-
09172131;Schneizlreuth;378;197;132;46;3;-
09172132;Schönau a.Königssee;1436;645;428;320;43;-
09172134;Teisendorf, M;2481;1644;649;151;34;3
09172444;Gem.fr. Geb. Berchtesgadener Land;-;x;x;x;x;x
09173111;Bad Heilbrunn;985;618;205;135;21;6
09173112;Bad Tölz, St;3470;1937;527;668;279;59
09173113;Benediktbeuern;872;471;206;170;22;3
09173115;Bichl;571;342;136;90;3;-
09173118;Dietramszell;1390;851;386;144;9;-
09173120;Egling;1462;972;358;125;7;-
09173123;Eurasburg;1179;789;286;94;10;-
09173124;Gaißach;747;363;244;130;10;-
09173126;Geretsried, St;4348;2800;566;608;303;71
09173127;Greiling;363;219;90;45;9;-
09173130;Icking;1155;843;247;62;3;-
09173131;Jachenau;220;117;64;39;-;-
09173133;Kochel a.See;1114;585;262;229;29;9
09173134;Königsdorf;864;585;165;108;6;-
09173135;Lenggries;2450;1346;596;436;63;9
09173137;Münsing;1202;737;299;157;9;-
09173140;Reichersbeuern;567;292;171;95;9;-
09173141;Sachsenkam;339;219;76;44;-;-
09173142;Schlehdorf;327;211;77;39;-;-
09173145;Wackersberg;842;485;221;115;12;9
09173147;Wolfratshausen, St;3900;2803;428;366;244;59
09173444;Gem.fr. Geb. Bad Tölz-Wolfratshausen;-;x;x;x;x;x
09174111;Altomünster, M;2229;1711;412;100;6;-
09174113;Bergkirchen;2040;1396;462;179;3;-
09174115;Dachau, GKSt;7945;4365;1408;1387;656;129
09174118;Erdweg;1618;1120;343;144;11;-
09174121;Haimhausen;1422;1050;253;97;22;-
09174122;Hebertshausen;1467;990;348;126;3;-
09174126;Karlsfeld;3587;2267;567;494;180;79
09174131;Markt Indersdorf, M;2448;1629;551;204;44;20
09174135;Odelzhausen;1283;910;253;105;15;-
09174136;Petershausen;1614;1150;274;138;52;-
09174137;Pfaffenhofen a.d.Glonn;572;443;101;24;4;-
09174141;Röhrmoos;1497;1007;329;145;16;-
09174143;Schwabhausen;1643;1084;369;170;20;-
09174146;Sulzemoos;714;469;162;80;3;-
09174147;Hilgertshausen-Tandern;983;702;238;43;-;-
09174150;Vierkirchen;1126;748;232;143;3;-
09174151;Weichs;871;674;145;43;6;3
09175111;Anzing;1064;721;235;104;4;-
09175112;Aßling;1200;857;249;79;12;3
09175113;Baiern;345;225;99;21;-;-
09175114;Bruck;326;224;81;21;-;-
09175115;Ebersberg, St;2791;2118;337;233;81;22
09175116;Egmating;634;462;118;45;9;-
09175118;Forstinning;1014;728;199;83;4;-
09175119;Frauenneuharting;377;265;85;27;-;-
09175121;Glonn, M;1131;731;238;143;13;6
09175122;Grafing b.München, St;3328;2374;547;276;95;36
09175123;Hohenlinden;816;576;172;65;3;-
09175124;Kirchseeon, M;2050;1402;280;233;116;19
09175127;Markt Schwaben, M;2263;1465;365;248;138;47
09175128;Moosach;412;285;102;22;-;3
09175131;Oberpframmern;640;481;99;60;-;-
09175132;Vaterstetten;6041;4821;619;455;110;36
09175133;Pliening;1398;984;252;142;20;-
09175135;Poing;2378;1532;268;329;221;28
09175136;Emmering;421;312;84;25;-;-
09175137;Steinhöring;994;642;232;107;10;3
09175139;Zorneding;2304;1771;272;179;70;12
09175444;Gem.fr. Geb. Ebersberg;-;x;x;x;x;x
09176111;Adelschlag;866;685;165;16;-;-
09176112;Altmannstein, M;2315;1903;346;56;6;4
09176114;Beilngries, St;2638;1957;492;153;33;3
09176116;Böhmfeld;488;375;101;12;-;-
09176118;Buxheim;1086;883;159;44;-;-
09176120;Denkendorf;1318;1025;249;35;6;3
09176121;Dollnstein, M;893;617;215;61;-;-
09176122;Egweil;387;332;45;10;-;-
09176123;Eichstätt, GKSt;3326;2095;675;428;94;34
09176124;Eitensheim;840;657;156;27;-;-
09176126;Gaimersheim, M;3333;2530;550;241;12;-
09176129;Großmehring;1873;1319;437;109;-;8
09176131;Hepberg;754;540;151;63;-;-
09176132;Hitzhofen;875;692;163;20;-;-
09176137;Kinding, M;775;553;194;25;3;-
09176138;Kipfenberg, M;1614;1134;348;118;11;3
09176139;Kösching, M;2650;1931;562;154;3;-
09176143;Lenting;1288;910;244;125;6;3
09176147;Mindelstetten;524;425;89;10;-;-
09176148;Mörnsheim, M;559;443;100;16;-;-
09176149;Nassenfels, M;625;499;103;23;-;-
09176150;Oberdolling;383;306;74;3;-;-
09176153;Pförring, M;1160;955;173;32;-;-
09176155;Pollenfeld;762;577;166;19;-;-
09176160;Schernfeld;820;600;181;36;3;-
09176161;Stammham;1162;905;233;24;-;-
09176164;Titting, M;728;524;189;15;-;-
09176165;Walting;674;494;143;37;-;-
09176166;Wellheim, M;857;617;197;43;-;-
09176167;Wettstetten;1440;1066;288;82;4;-
09176444;Gem.fr. Geb. Eichstätt;-;x;x;x;x;x
09177112;Berglern;673;460;124;80;9;-
09177113;Bockhorn;1007;711;222;74;-;-
09177114;Buch a.Buchrain;437;335;93;9;-;-
09177115;Dorfen, St;3692;2716;660;236;70;10
09177116;Eitting;633;396;166;62;9;-
09177117;Erding, Große Kreisstadt;6558;4151;949;840;497;121
09177118;Finsing;1061;669;239;141;9;3
09177119;Forstern;888;616;172;88;12;-
09177120;Fraunberg;971;699;201;71;-;-
09177121;Hohenpolding;404;315;74;12;3;-
09177122;Inning a.Holz;424;337;78;6;3;-
09177123;Isen, M;1609;1227;264;99;19;-
09177124;Kirchberg;283;207;53;23;-;-
09177126;Langenpreising;740;480;190;70;-;-
09177127;Lengdorf;800;624;137;33;6;-
09177130;Moosinning;1515;1063;301;139;9;3
09177131;Neuching;667;456;139;66;6;-
09177133;Oberding;1424;952;290;160;16;6
09177134;Ottenhofen;571;442;91;31;7;-
09177135;Pastetten;670;465;133;69;3;-
09177137;Sankt Wolfgang;1149;837;254;58;-;-
09177138;Steinkirchen;356;295;57;4;-;-
09177139;Taufkirchen (Vils);2566;1839;546;164;14;3
09177142;Walpertskirchen;549;363;144;42;-;-
09177143;Wartenberg, M;1247;831;247;138;25;6
09177144;Wörth;1190;804;256;110;20;-
09178113;Allershausen;1403;918;315;154;16;-
09178115;Attenkirchen;815;627;132;56;-;-
09178116;Au i.d.Hallertau, M;1670;1264;307;86;10;3
09178120;Eching;2917;1994;397;346;164;16
09178122;Rudelzhausen;987;756;175;56;-;-
09178123;Fahrenzhausen;1295;896;290;106;3;-
09178124;Freising, GKSt;8217;4845;1323;1247;566;236
09178125;Gammelsdorf;391;272;89;27;3;-
09178129;Haag a.d.Amper;782;510;193;76;3;-
09178130;Hallbergmoos;1957;1194;325;337;91;10
09178132;Hörgertshausen;561;409;118;31;-;3
09178133;Hohenkammer;681;515;124;36;6;-
09178136;Kirchdorf a.d.Amper;788;509;212;67;-;-
09178137;Kranzberg;1178;795;282;101;-;-
09178138;Langenbach;1007;633;224;140;10;-
09178140;Marzling;789;523;186;77;3;-
09178142;Mauern;787;564;156;61;6;-
09178143;Moosburg a.d.Isar, St;4230;2757;820;510;105;38
09178144;Nandlstadt, M;1347;976;240;101;27;3
09178145;Neufahrn b.Freising;3962;2664;593;465;201;39
09178150;Paunzhausen;444;301;103;40;-;-
09178155;Wang;700;508;140;46;6;-
09178156;Wolfersdorf;638;402;167;66;3;-
09178157;Zolling;1193;779;262;134;18;-
09179111;Adelshofen;477;359;95;23;-;-
09179113;Alling;1096;849;167;77;3;-
09179114;Althegnenberg;561;425;111;25;-;-
09179117;Egenhofen;943;680;181;82;-;-
09179118;Eichenau;3290;2730;254;233;57;16
09179119;Emmering;1655;1187;227;203;35;3
09179121;Fürstenfeldbruck, GKSt;6208;4002;701;806;569;130
09179123;Germering, GKSt;6738;4756;601;685;440;256
09179125;Grafrath;1111;816;207;76;6;6
09179126;Gröbenzell;5260;4028;614;455;136;27
09179128;Hattenhofen;401;257;102;42;-;-
09179130;Jesenwang;415;293;81;38;3;-
09179131;Kottgeisering;485;347;97;41;-;-
09179132;Landsberied;438;304;102;32;-;-
09179134;Maisach;3462;2386;624;382;67;3
09179136;Mammendorf;1188;790;245;144;9;-
09179137;Mittelstetten;518;383;106;26;3;-
09179138;Moorenweis;1194;910;213;65;6;-
09179140;Oberschweinbach;435;309;91;35;-;-
09179142;Olching, St;5787;4060;682;742;244;59
09179145;Puchheim, St;4357;3511;342;263;145;96
09179147;Schöngeising;571;400;121;50;-;-
09179149;Türkenfeld;1092;738;256;88;10;-
09180112;Bad Kohlgrub;683;357;174;117;35;-
09180113;Bad Bayersoien;342;169;108;56;6;3
09180114;Eschenlohe;378;199;108;71;-;-
09180115;Ettal;173;95;44;28;3;3
09180116;Farchant;773;257;180;307;29;-
09180117;Garmisch-Partenkirchen, M;5297;2023;970;1840;399;65
09180118;Grainau;921;391;238;264;25;3
09180119;Großweil;405;256;111;38;-;-
09180122;Krün;512;221;130;143;18;-
09180123;Mittenwald, M;1874;886;363;532;84;9
09180124;Murnau a.Staffelsee, M;2813;1699;478;501;110;25
09180125;Oberammergau;1427;839;261;273;51;3
09180126;Oberau;740;403;154;149;30;4
09180127;Ohlstadt;909;514;255;131;9;-
09180128;Riegsee;390;225;123;42;-;-
09180129;Saulgrub;466;254;130;79;3;-
09180131;Schwaigen;176;104;56;16;-;-
09180132;Seehausen a.Staffelsee;626;399;120;72;19;16
09180133;Spatzenhausen;204;121;56;27;-;-
09180134;Uffing a.Staffelsee;852;483;233;127;9;-
09180135;Unterammergau;457;280;103;71;3;-
09180136;Wallgau;394;180;87;108;19;-
09180444;Gem.fr. Geb. Garmisch-Partenkirchen;-;x;x;x;x;x
09181111;Apfeldorf;360;272;66;22;-;-
09181113;Denklingen;836;617;183;36;-;-
09181114;Dießen am Ammersee, M;3061;2213;527;260;46;15
09181115;Eching am Ammersee;563;413;111;36;3;-
09181116;Egling a.d.Paar;713;523;151;36;3;-
09181118;Eresing;500;369;103;28;-;-
09181120;Finning;556;417;107;32;-;-
09181121;Fuchstal;1207;915;239;47;6;-
09181122;Geltendorf;1665;1214;329;104;18;-
09181123;Greifenberg;653;517;104;29;3;-
09181124;Hofstetten;550;384;119;44;3;-
09181126;Hurlach;472;345;83;44;-;-
09181127;Igling;715;537;135;43;-;-
09181128;Kaufering, M;2562;1888;366;220;67;21
09181129;Kinsau;308;216;74;18;-;-
09181130;Landsberg am Lech, GKSt;6063;4347;698;609;293;116
09181131;Obermeitingen;462;358;78;26;-;-
09181132;Penzing;1063;732;240;82;9;-
09181133;Vilgertshofen;811;627;158;26;-;-
09181134;Prittriching;766;620;112;28;6;-
09181135;Reichling;538;413;107;18;-;-
09181137;Rott;441;296;90;55;-;-
09181138;Scheuring;583;428;114;41;-;-
09181139;Schondorf am Ammersee;1089;732;206;120;31;-
09181140;Schwifting;304;230;53;18;3;-
09181141;Pürgen;1037;806;175;56;-;-
09181142;Thaining;293;209;66;18;-;-
09181143;Unterdießen;420;318;87;15;-;-
09181144;Utting am Ammersee;1358;953;233;163;9;-
09181145;Weil;1169;902;220;47;-;-
09181146;Windach;1141;821;229;88;3;-
09181444;Gem.fr. Geb. Landsberg am Lech;-;x;x;x;x;x
09182111;Bad Wiessee;1072;468;218;248;117;21
09182112;Bayrischzell;478;281;108;71;15;3
09182114;Fischbachau;1564;889;400;262;13;-
09182116;Gmund a.Tegernsee;1550;825;363;298;58;6
09182119;Hausham;1740;961;349;348;79;3
09182120;Holzkirchen, M;3731;2624;515;407;161;24
09182123;Irschenberg;779;504;211;64;-;-
09182124;Kreuth;937;490;208;191;32;16
09182125;Miesbach, St;2510;1551;487;362;92;18
09182127;Otterfing;1222;863;225;118;16;-
09182129;Rottach-Egern;1800;1105;280;311;98;6
09182131;Schliersee, M;1981;1183;396;321;71;10
09182132;Tegernsee, St;910;422;176;213;73;26
09182133;Valley;790;507;184;99;-;-
09182134;Waakirchen;1490;932;363;177;18;-
09182136;Warngau;1012;679;194;136;3;-
09182137;Weyarn;938;644;200;94;-;-
09183112;Ampfing;1762;1331;258;123;50;-
09183113;Aschau a.Inn;848;631;158;49;10;-
09183114;Buchbach, M;905;697;180;28;-;-
09183115;Egglkofen;419;340;67;12;-;-
09183116;Erharting;270;207;54;9;-;-
09183118;Gars a.Inn, M;1151;882;197;72;-;-
09183119;Haag i.OB, M;1774;1316;287;124;40;7
09183120;Heldenstein;750;632;87;31;-;-
09183122;Jettenbach;266;222;38;6;-;-
09183123;Kirchdorf;382;290;74;18;-;-
09183124;Kraiburg a.Inn, M;1185;899;198;72;16;-
09183125;Lohkirchen;215;185;24;3;3;-
09183126;Maitenbeth;576;454;109;13;-;-
09183127;Mettenheim;1008;831;127;44;6;-
09183128;Mühldorf a.Inn, St;4509;3251;534;535;150;39
09183129;Neumarkt-Sankt Veit, St;1775;1373;266;109;24;3
09183130;Niederbergkirchen;367;305;59;3;-;-
09183131;Niedertaufkirchen;376;317;49;10;-;-
